Date,Price,Close,High,Low,Open,Volume
2015-12-01,708.9479370117188,711.8401819754571,690.6159689151946,690.6159689151946,1404347,0
2015-12-02,705.9705200195312,710.9043919051238,700.4411691999951,708.5225280900864,983626,0
2015-12-03,694.656494140625,704.2690982763658,692.444774841855,704.2265232769529,680102,0
2015-12-04,693.2530517578125,701.3344112191903,684.7888806746424,691.8919495381887,1445988,0
2015-12-07,709.0330200195312,710.734358999782,693.2956344522111,693.2956344522111,1273142,0
2015-12-08,702.4401245117188,714.3920169424558,699.7604956390225,707.6717611028955,1136199,0
2015-12-09,697.676513671875,710.3089332128135,694.2738361475023,703.5035781640679,1028736,0
2015-12-10,694.061279296875,706.7787470322498,690.9563147932787,700.1010120958674,1144862,0
2015-12-11,699.335205078125,707.714328767467,694.6990989673901,696.1026721485429,1214169,0
2015-12-14,713.7116088867188,716.6889517128254,691.9770166402876,701.8022375822919,1307321,0
2015-12-15,730.3846435546875,733.7022746081658,713.8816902115934,713.8816902115934,2303845,0
2015-12-16,727.6625366210938,738.7212374699205,725.3657191375753,735.8289410950109,1101128,0
2015-12-17,735.1910400390625,736.4245210718153,714.5623067779144,714.5623067779144,1214526,0
2015-12-18,729.0660400390625,744.845943586835,724.897792039672,736.3392514402483,2114632,0
2015-12-21,724.4300537109375,733.2345133167169,722.8563360600386,733.2345133167169,1112136,0
2015-12-22,724.30224609375,729.7890724040524,717.2842257230832,725.5782497975076,913032,0
2015-12-23,734.3403930664062,740.5077464978937,728.2155627227119,731.1078595830165,770192,0
2015-12-24,735.1910400390625,739.4869101897101,733.277033860193,738.3810503371782,538736,0
2015-12-28,736.552001953125,742.6343082933516,733.7022805303732,735.8289538072728,976331,0
2015-12-29,729.7891235351562,737.5301924453576,727.322162100093,737.5301924453576,754046,0
2015-12-30,729.406494140625,734.0426527975269,727.0671532690519,729.8743519307916,677471,0
2015-12-31,733.9149169921875,737.0624036937736,724.3448876486209,729.4063802189203,743363,0
2016-01-01,728.6408081054688,733.2769663627913,726.0462770193068,731.5756276937361,230366,0
2016-01-04,730.7249755859375,738.9764787095303,724.0472419207636,728.6408252830643,828876,0
2016-01-05,721.3250732421875,730.7674820955975,719.240922986583,729.2788107588424,1118709,0
2016-01-06,717.15673828125,723.0689002616538,715.3703535312499,723.0689002616538,2135092,0
2016-01-07,697.7616577148438,715.3705267575693,695.4223165887045,714.5623803480265,1353969,0
2016-01-08,688.9144897460938,707.3315002688305,687.0855819621794,696.6981343597981,1324046,0
2016-01-11,690.53076171875,697.2935926211148,681.6837807756812,685.6394135451956,1514504,0
2016-01-12,697.2937622070312,699.3779127546129,684.4060992036277,687.766253932903,1110037,0
2016-01-13,708.3948974609375,711.3297170870425,692.2321798965331,699.0800577436203,1338356,0
2016-01-14,703.7161254882812,712.7757736200668,696.3152927508587,705.630131269301,1531002,0
2016-01-15,684.15087890625,705.1624238990204,660.6724237556001,703.7162755053719,3249884,0
2016-01-18,688.9996337890625,694.6991286806643,676.2821169293262,677.3879766734913,1525578,0
2016-01-19,689.4248657226562,699.0374173291643,687.0430023392063,691.5940618054282,867289,0
2016-01-20,676.3246459960938,693.2955096533506,667.7754295434112,684.7888162833708,1543575,0
2016-01-21,659.7793579101562,679.6850484322952,658.5884515559693,678.1538534507663,1679165,0
2016-01-22,656.2914428710938,666.4994756830874,655.0154387695945,663.947467480089,1465143,0
2016-01-25,666.3292846679688,667.5627655970229,654.7602023943779,656.7167314952554,1036869,0
2016-01-27,653.2290649414062,666.7972005822601,651.9530608181354,664.3728135163418,1291178,0
2016-01-28,673.5174560546875,677.9834701302001,652.0380550248411,654.8452534881588,1967418,0
2016-01-29,694.9118041992188,697.5488583833492,672.9644937037392,672.9644937037392,1733695,0
